Suma Estrés,Suma Ansiedad,Suma Depresión,Genero,Edad,Orientacion,Raza,Educacion,Licenciatura,Ingles Nativo,Religion,Matrimonio,Zurdo,Zona vivienda,Familia,Voto,EXTRAVERSIÓN,AMABILIDAD,RESPONSABILIDAD,NEUROTICISMO,APERTURA EXP,country
33,34,28,Mujer,31,Heterosexual,Asiática,Máster/Doctorado,4,2,Musulmán,1,Diestro,Urbano,3,2,4.5,2.0,6.5,2.5,5.0,MY
38,36,40,Hombre,21,Otros,Asiática,Instituto,7,2,Musulmán,1,Zurdo,Urbano,3,2,2.5,4.0,2.5,5.0,3.5,MY
29,37,35,Mujer,17,Asexual,Árabe,Instituto,7,1,Musulmán,1,Ambidiestro,Suburbano,5,1,6.0,4.5,4.0,4.5,3.0,MY
25,22,25,Mujer,40,Heterosexual,Asiática,Máster/Doctorado,0,1,Musulmán,2,Diestro,Suburbano,3,1,3.5,3.5,3.5,5.0,5.5,MY
20,13,9,Hombre,25,Homosexual,Asiática,Grado universitario,3,2,Musulmán,1,Diestro,Urbano,4,1,4.0,4.5,3.0,2.5,4.0,MY
10,8,24,Hombre,21,Homosexual,Asiática,Instituto,6,2,Ateo,1,Diestro,Urbano,4,2,4.5,2.5,5.0,6.0,2.0,MY
11,4,7,Mujer,32,Homosexual,Asiática,Grado universitario,5,2,Musulmán,2,Diestro,Suburbano,6,1,5.0,6.0,4.0,3.5,5.0,MY
39,33,32,Mujer,18,Heterosexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Suburbano,8,2,3.0,5.0,5.0,1.5,6.0,MY
40,32,19,Mujer,42,Heterosexual,Asiática,Grado universitario,4,2,Musulmán,2,Diestro,Suburbano,3,1,6.0,4.0,4.0,3.0,6.0,MY
27,16,9,Mujer,33,Heterosexual,Asiática,Máster/Doctorado,0,2,Musulmán,2,Diestro,Suburbano,4,1,3.5,3.5,4.0,3.0,5.5,MY
38,21,42,Mujer,24,Otros,Asiática,Grado universitario,1,2,Musulmán,1,Diestro,Suburbano,4,2,4.5,4.5,3.0,5.5,5.5,MY
35,29,39,Mujer,24,Heterosexual,Asiática,Grado universitario,6,2,Musulmán,1,Zurdo,Urbano,6,1,2.0,6.0,4.5,1.0,5.0,MY
37,29,33,Hombre,18,Asexual,Asiática,Instituto,0,1,Católico,1,Zurdo,Urbano,4,2,4.5,3.0,3.5,1.5,3.5,MY
23,20,26,Mujer,24,Heterosexual,Blanco,Instituto,0,1,Otros,1,Diestro,Rural,4,2,2.0,3.0,4.5,2.0,5.5,US
20,24,6,Hombre,19,Asexual,Asiática,Grado universitario,0,2,Musulmán,1,Diestro,Urbano,5,2,1.0,5.5,6.0,3.0,5.0,MY
15,12,8,Hombre,41,Bisexual,Asiática,Grado universitario,0,2,Musulmán,2,Diestro,Suburbano,4,1,5.0,3.5,6.0,4.5,6.0,MY
20,20,40,Mujer,17,Heterosexual,Indígena Australiana,Instituto,0,1,Hinduista,1,Diestro,Urbano,0,2,4.5,3.0,1.5,2.0,5.0,MY
39,40,42,Mujer,22,Homosexual,Asiática,Instituto,5,2,Musulmán,1,Diestro,Urbano,3,2,3.5,4.0,1.0,4.0,1.0,MY
26,7,20,Mujer,19,Heterosexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Urbano,3,2,5.5,4.5,6.0,2.5,3.5,MY
28,14,27,Mujer,20,Heterosexual,Asiática,Grado universitario,2,2,Musulmán,1,Diestro,Suburbano,5,2,5.5,3.5,3.5,4.5,5.5,MY
37,23,40,Mujer,16,Otros,Negra,Instituto,0,2,Agnostico,1,Diestro,Urbano,2,2,1.0,4.5,4.0,1.5,6.0,US
30,39,35,Mujer,19,Otros,Asiática,Instituto,0,2,Musulmán,1,Diestro,Otros,5,2,2.0,4.0,2.5,2.0,4.0,MY
30,20,22,Hombre,32,Homosexual,Asiática,Grado universitario,3,2,Otros,1,Diestro,Urbano,5,1,3.0,4.0,2.5,1.0,1.5,MY
30,17,21,Hombre,22,Asexual,Asiática,Grado universitario,3,2,Musulmán,1,Diestro,Suburbano,3,2,3.5,3.0,4.0,1.5,5.0,MY
23,12,26,Mujer,20,Heterosexual,Asiática,Grado universitario,1,2,Musulmán,1,Diestro,Urbano,7,2,1.0,4.0,5.0,3.5,3.5,MY
29,21,30,Hombre,26,Heterosexual,Asiática,Grado universitario,0,2,Musulmán,1,Diestro,Suburbano,5,1,4.0,3.5,3.5,4.0,4.5,MY
23,28,14,Mujer,21,Homosexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Suburbano,3,2,4.5,4.0,2.5,2.5,2.5,MY
16,8,6,Hombre,15,Heterosexual,Blanco,Hasta el instituto,0,1,Agnostico,1,Zurdo,Rural,3,2,3.0,5.0,7.0,2.5,3.5,US
40,34,42,Mujer,21,Heterosexual,Asiática,Grado universitario,0,2,Ateo,1,Diestro,Rural,4,2,2.0,4.0,5.0,6.5,5.0,MY
0,3,0,Mujer,27,Asexual,Asiática,Máster/Doctorado,0,2,Musulmán,2,Ambidiestro,Rural,7,1,1.0,7.0,1.0,4.0,1.0,MY
42,42,42,Mujer,13,Heterosexual,Árabe,Hasta el instituto,0,2,Católico,1,Ambidiestro,Urbano,6,2,1.5,3.0,3.5,1.0,3.0,US
20,11,17,Mujer,24,Heterosexual,Asiática,Grado universitario,0,2,Musulmán,1,Diestro,Otros,6,1,2.5,7.0,3.5,3.5,3.0,MY
0,1,2,Mujer,26,Heterosexual,Asiática,Grado universitario,8,2,Musulmán,1,Diestro,Rural,5,1,5.0,6.5,5.5,6.0,5.0,MY
26,6,8,Mujer,28,Heterosexual,Asiática,Máster/Doctorado,7,2,Agnostico,1,Diestro,Suburbano,3,1,5.0,4.0,6.0,2.0,6.5,US
1,0,0,Mujer,21,Heterosexual,Blanco,Grado universitario,0,1,Musulmán,1,Diestro,Urbano,3,2,4.0,5.0,1.0,4.0,3.0,MY
16,21,18,Mujer,18,Heterosexual,Asiática,Instituto,7,1,Musulmán,1,Diestro,Urbano,7,2,3.0,5.0,3.0,3.0,3.5,MY
5,5,5,Mujer,19,Heterosexual,Asiática,Instituto,4,2,Musulmán,1,Diestro,Suburbano,6,2,4.5,4.0,4.5,3.0,5.5,MY
8,10,6,Mujer,39,Otros,Asiática,Máster/Doctorado,0,2,Musulmán,2,Diestro,Suburbano,3,1,4.0,4.0,4.0,4.0,4.0,MY
23,6,21,Mujer,21,Homosexual,Blanco,Grado universitario,7,2,Católico,1,Diestro,Urbano,2,2,1.5,6.0,3.5,3.0,6.5,BR
40,40,33,Mujer,28,Bisexual,Asiática,Instituto,3,2,Musulmán,1,Diestro,Urbano,6,1,4.0,5.0,2.0,2.0,4.0,MY
21,20,21,Mujer,25,Otros,Indígena Australiana,Máster/Doctorado,3,2,Musulmán,1,Diestro,Urbano,4,2,3.0,5.0,4.5,3.0,3.5,MY
30,22,39,Hombre,18,Heterosexual,Blanco,Instituto,0,1,Otros (cristianismo),1,Diestro,Urbano,5,2,3.5,3.5,5.5,2.5,3.0,GB
34,33,35,Mujer,23,Bisexual,Blanco,Máster/Doctorado,0,1,Ateo,1,Diestro,Urbano,2,1,1.5,4.0,6.0,2.0,6.5,CA
32,33,36,Mujer,27,Heterosexual,Asiática,Grado universitario,6,1,Protestante,1,Diestro,Urbano,2,1,2.0,6.5,4.5,1.0,3.5,MY
9,3,8,Mujer,21,Asexual,Árabe,Grado universitario,6,1,Musulmán,1,Diestro,Rural,3,2,4.0,4.5,4.5,4.5,4.5,MY
34,16,31,Mujer,18,Heterosexual,Árabe,Instituto,0,2,Musulmán,1,Diestro,Urbano,2,2,3.0,5.0,2.5,5.0,3.0,EG
24,4,22,Mujer,23,Heterosexual,Árabe,Grado universitario,7,1,Agnostico,1,Zurdo,Suburbano,2,1,6.0,6.5,4.5,5.0,4.5,US
32,23,42,Hombre,19,Heterosexual,Blanco,Instituto,0,1,Agnostico,1,Diestro,Suburbano,1,2,3.0,1.5,3.5,1.0,2.5,US
19,20,24,Mujer,19,Heterosexual,Asiática,Instituto,2,2,Musulmán,1,Diestro,Rural,4,2,2.5,4.5,2.0,3.0,4.0,MY
39,29,40,Mujer,22,Asexual,Asiática,Grado universitario,1,2,Musulmán,1,Diestro,Suburbano,3,2,2.5,4.0,6.0,1.5,5.5,MY
29,28,31,Mujer,14,Heterosexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Urbano,2,2,3.0,5.5,4.0,1.5,6.0,MY
31,26,35,Mujer,17,Bisexual,Nativo Americano,Instituto,0,2,Musulmán,1,Diestro,Urbano,3,2,4.0,4.0,4.0,1.5,3.5,MY
5,7,9,Mujer,24,Heterosexual,Asiática,Grado universitario,2,2,Musulmán,1,Diestro,Suburbano,6,1,6.0,6.0,7.0,6.0,6.0,MY
30,15,19,Hombre,22,Asexual,Asiática,Máster/Doctorado,0,2,Musulmán,1,Zurdo,Suburbano,3,2,4.0,3.5,7.0,3.0,4.5,MY
27,22,39,Mujer,16,Bisexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Urbano,6,2,4.0,4.0,2.5,4.5,1.5,MY
10,20,38,Mujer,67,Asexual,Blanco,Instituto,0,1,Otros (cristianismo),1,Diestro,Rural,2,1,1.0,6.0,4.0,1.0,3.5,GB
27,23,19,Mujer,17,Heterosexual,Asiática,Instituto,7,1,Musulmán,1,Diestro,Urbano,4,2,4.5,6.0,1.0,3.5,2.5,MY
10,6,12,Mujer,22,Heterosexual,Asiática,Grado universitario,3,2,Musulmán,1,Diestro,Suburbano,1,1,2.5,4.5,3.0,3.0,3.5,MY
26,25,27,Mujer,16,Heterosexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Suburbano,5,2,3.0,3.5,2.0,3.0,4.5,MY
29,22,16,Mujer,30,Homosexual,Indígena Australiana,Grado universitario,0,2,Musulmán,2,Diestro,Suburbano,6,1,3.5,6.0,4.0,3.0,5.0,MY
26,18,15,Mujer,20,Otros,Asiática,Grado universitario,4,2,Musulmán,1,Diestro,Urbano,5,1,7.0,5.5,7.0,4.0,5.5,MY
32,7,29,Mujer,25,Bisexual,Asiática,Instituto,0,1,Musulmán,1,Diestro,Urbano,2,2,1.5,5.5,2.0,1.5,3.5,SG
14,13,19,Hombre,21,Otros,Asiática,Instituto,0,2,Musulmán,1,Diestro,Rural,8,2,2.5,4.5,3.5,5.0,3.0,MY
20,31,38,Mujer,19,Heterosexual,Asiática,Instituto,1,2,Musulmán,1,Diestro,Urbano,2,2,5.0,6.5,2.5,5.0,6.0,MY
30,32,30,Mujer,17,Bisexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Urbano,1,2,4.5,5.0,4.0,3.0,4.5,MY
0,2,1,Mujer,44,Otros,Blanco,Instituto,0,2,Musulmán,1,Diestro,Urbano,3,1,4.0,6.5,6.5,7.0,6.5,MY
31,33,37,Mujer,19,Heterosexual,Asiática,Instituto,6,2,Musulmán,1,Diestro,Urbano,4,2,4.0,4.5,5.5,5.0,6.0,MY
9,5,0,Mujer,38,Heterosexual,Asiática,Grado universitario,0,2,Musulmán,2,Diestro,Rural,5,2,6.5,4.5,4.0,5.5,5.0,MY
26,22,26,Mujer,24,Bisexual,Nativo Americano,Instituto,0,2,Musulmán,1,Diestro,Urbano,4,2,2.0,4.5,3.5,2.0,3.0,MY
28,13,28,Mujer,22,Heterosexual,Asiática,Grado universitario,6,2,Musulmán,1,Diestro,Suburbano,6,1,6.0,3.5,5.0,4.0,4.0,MY
13,11,19,Mujer,21,Homosexual,Asiática,Grado universitario,0,2,Musulmán,1,Diestro,Suburbano,6,2,5.5,5.0,6.5,2.5,5.5,MY
36,24,42,Mujer,16,Heterosexual,Asiática,Hasta el instituto,7,1,Hinduista,1,Diestro,Urbano,0,2,5.5,3.0,1.0,1.5,2.5,MY
24,13,38,Mujer,50,Heterosexual,Blanco,Grado universitario,1,1,Agnostico,1,Diestro,Suburbano,3,2,4.0,7.0,5.5,2.0,6.0,US
5,0,4,Hombre,26,Otros,Asiática,Instituto,5,1,Musulmán,2,Diestro,Urbano,3,2,1.0,7.0,5.0,7.0,4.0,MY
34,10,28,Mujer,22,Heterosexual,Blanco,Instituto,0,1,Otros,2,Diestro,Suburbano,2,2,4.0,4.5,2.0,2.0,6.0,GB
18,12,23,Mujer,18,Bisexual,Asiática,Instituto,0,2,Budista,1,Diestro,Suburbano,0,2,2.5,5.0,3.5,4.0,3.0,MY
17,13,19,Mujer,23,Heterosexual,Asiática,Grado universitario,5,2,Musulmán,1,Diestro,Suburbano,4,1,5.5,5.0,3.0,3.0,4.0,MY
26,20,4,Mujer,15,Heterosexual,Asiática,Hasta el instituto,7,2,Musulmán,1,Diestro,Rural,5,2,3.0,5.0,4.0,4.0,6.0,MY
37,28,25,Mujer,22,Asexual,Asiática,Máster/Doctorado,0,2,Musulmán,1,Diestro,Rural,6,2,1.5,3.5,2.0,1.5,4.0,MY
7,5,3,Hombre,19,Bisexual,Otros,Grado universitario,0,2,Musulmán,1,Ambidiestro,Urbano,2,1,4.0,5.5,6.0,6.5,6.5,ID
9,6,10,Mujer,35,Heterosexual,Asiática,Grado universitario,3,2,Musulmán,1,Diestro,Urbano,5,1,4.5,6.0,5.0,6.0,5.5,MY
26,23,18,Mujer,18,Heterosexual,Negra,Instituto,4,2,Musulmán,1,Diestro,Suburbano,4,2,4.0,4.0,3.0,3.0,5.0,MY
8,4,8,Mujer,19,Heterosexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Urbano,4,2,5.0,4.5,6.5,5.0,5.5,MY
18,7,15,Mujer,18,Homosexual,Asiática,Grado universitario,3,2,Musulmán,1,Diestro,Suburbano,0,2,2.5,4.5,4.5,3.0,4.0,MY
26,17,9,Mujer,16,Asexual,Blanco,Instituto,0,2,Ateo,1,Diestro,Urbano,2,2,1.5,4.0,1.5,2.0,6.0,LK
27,20,36,Mujer,20,Heterosexual,Asiática,Grado universitario,5,2,Hinduista,1,Diestro,Urbano,2,2,4.0,7.0,4.0,3.5,4.5,IN
10,5,18,Mujer,20,Bisexual,Blanco,Instituto,0,2,Agnostico,1,Diestro,Suburbano,1,2,2.5,3.5,2.0,3.0,4.5,PL
32,17,42,Mujer,22,Heterosexual,Nativo Americano,Instituto,0,2,Musulmán,1,Diestro,Suburbano,4,2,5.0,2.5,2.0,1.0,5.0,MY
41,38,41,Mujer,19,Bisexual,Asiática,Grado universitario,4,1,Musulmán,1,Diestro,Urbano,5,2,4.5,4.0,4.0,4.0,5.0,MY
6,1,1,Hombre,44,Heterosexual,Blanco,Grado universitario,3,2,Otros,2,Diestro,Urbano,2,2,4.0,4.0,3.5,4.0,3.0,US
25,6,14,Mujer,41,Heterosexual,Blanco,Instituto,0,1,Otros (cristianismo),2,Diestro,Urbano,2,2,2.5,4.5,3.0,3.5,6.0,US
33,23,39,Hombre,26,Heterosexual,Blanco,Grado universitario,3,2,Otros,1,Diestro,Rural,1,2,1.0,2.5,1.5,1.0,4.0,PL
35,29,36,Mujer,46,Otros,Asiática,Grado universitario,0,2,Musulmán,3,Diestro,Suburbano,3,1,5.0,3.5,4.0,2.0,5.0,MY
13,24,6,Hombre,28,Heterosexual,Asiática,Grado universitario,0,2,Musulmán,1,Diestro,Suburbano,6,1,3.5,5.0,7.0,5.0,4.0,MY
10,8,4,Hombre,23,Heterosexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Rural,4,1,6.0,2.5,4.5,3.0,6.5,MY
1,0,8,Hombre,24,Heterosexual,Asiática,Instituto,2,1,Agnostico,1,Diestro,Suburbano,2,1,4.5,4.0,7.0,7.0,5.0,KR
40,33,39,Mujer,16,Homosexual,Blanco,Instituto,0,1,Agnostico,1,Diestro,Urbano,6,2,1.0,7.0,4.0,1.0,6.5,US
24,13,18,Mujer,29,Heterosexual,Asiática,Grado universitario,4,2,Musulmán,1,Diestro,Urbano,2,1,3.5,4.5,4.5,3.0,5.0,MY
28,27,27,Mujer,24,Heterosexual,Asiática,Máster/Doctorado,3,2,Musulmán,1,Diestro,Urbano,0,1,1.5,4.0,3.5,2.5,4.0,MY
11,8,8,Mujer,18,Otros,Asiática,Instituto,0,2,Hinduista,1,Diestro,Urbano,2,2,6.5,5.0,4.5,5.0,7.0,NZ
41,37,42,Mujer,17,Heterosexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Urbano,8,2,2.5,4.0,2.5,1.0,4.5,MY
16,4,9,Mujer,23,Heterosexual,Asiática,Grado universitario,3,2,Musulmán,1,Zurdo,Rural,7,1,4.0,2.5,4.0,5.0,6.5,MY
27,16,41,Mujer,17,Heterosexual,Blanco,Hasta el instituto,0,1,Católico,1,Diestro,Suburbano,3,2,3.5,6.0,3.0,1.0,2.0,US
9,3,4,Hombre,57,Heterosexual,Blanco,Instituto,0,2,Católico,2,Diestro,Suburbano,2,0,4.0,3.5,7.0,4.5,4.0,ES
28,21,26,Mujer,20,Heterosexual,Asiática,Grado universitario,0,2,Musulmán,1,Diestro,Suburbano,3,2,1.0,4.5,5.5,3.5,4.0,MY
24,16,11,Mujer,22,Heterosexual,Blanco,Instituto,5,2,Musulmán,1,Diestro,Urbano,2,1,6.0,5.0,1.0,1.5,7.0,TR
32,14,30,Mujer,27,Heterosexual,Asiática,Máster/Doctorado,6,2,Musulmán,1,Zurdo,Urbano,4,1,3.5,6.0,3.0,1.5,4.5,MY
36,24,32,Mujer,18,Bisexual,Blanco,Instituto,0,1,Agnostico,1,Diestro,Suburbano,3,2,2.0,1.5,1.5,3.0,6.5,AU
36,23,35,Mujer,38,Otros,Otros,Grado universitario,0,1,Otros,1,Diestro,Urbano,4,1,5.0,4.5,4.0,3.0,5.0,US
5,2,8,Mujer,38,Heterosexual,Asiática,Grado universitario,4,2,Musulmán,1,Diestro,Urbano,2,1,3.5,2.5,6.5,7.0,5.5,MY
36,24,39,Mujer,22,Otros,Asiática,Grado universitario,0,1,Católico,1,Diestro,Urbano,3,2,4.5,4.0,6.0,1.5,7.0,MY
17,12,11,Mujer,20,Heterosexual,Asiática,Instituto,5,2,Musulmán,1,Diestro,Urbano,4,2,3.5,5.5,5.0,4.5,4.0,MY
28,22,38,Hombre,20,Heterosexual,Otros,Instituto,0,2,Musulmán,1,Diestro,Suburbano,8,2,1.5,3.5,1.0,1.0,2.5,MY
36,24,31,Mujer,19,Heterosexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Rural,5,2,1.0,4.0,3.0,2.0,3.0,MY
11,11,2,Mujer,18,Heterosexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Suburbano,5,2,4.0,7.0,6.0,3.0,3.0,MY
3,2,9,Mujer,22,Heterosexual,Asiática,Grado universitario,8,2,Musulmán,1,Diestro,Suburbano,4,2,4.5,4.5,5.5,4.0,4.5,MY
35,33,35,Mujer,16,Homosexual,Asiática,Instituto,0,1,Musulmán,1,Diestro,Rural,3,2,3.5,4.0,3.5,1.0,3.5,MY
1,3,0,Mujer,24,Heterosexual,Asiática,Grado universitario,6,2,Musulmán,1,Diestro,Suburbano,5,2,5.0,4.5,5.5,4.5,5.5,MY
29,20,27,Mujer,20,Heterosexual,Asiática,Grado universitario,0,2,Ateo,1,Diestro,Urbano,2,2,1.5,3.0,4.5,1.5,5.5,IN
36,23,19,Mujer,19,Otros,Asiática,Instituto,0,2,Musulmán,1,Diestro,Urbano,4,2,4.0,4.0,5.5,2.5,4.5,MY
19,18,16,Mujer,16,Bisexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Urbano,6,2,4.0,4.0,4.0,4.0,4.0,MY
36,35,39,Mujer,18,Otros,Asiática,Instituto,0,1,Musulmán,1,Diestro,Rural,0,1,3.5,3.0,4.0,1.0,4.0,MY
21,10,25,Mujer,29,Heterosexual,Asiática,Grado universitario,0,2,Otros (cristianismo),1,Diestro,Rural,5,2,2.0,3.0,4.0,1.5,1.5,ID
19,19,38,Hombre,13,Bisexual,Asiática,Hasta el instituto,0,1,Sijista,1,Zurdo,Urbano,0,2,3.0,4.0,2.5,3.0,6.0,US
33,37,38,Mujer,16,Bisexual,Blanco,Hasta el instituto,0,2,Católico,1,Diestro,Suburbano,2,2,3.0,4.5,2.0,2.5,2.5,CL
15,3,19,Hombre,17,Heterosexual,Asiática,Hasta el instituto,0,1,Agnostico,1,Diestro,Suburbano,2,2,7.0,3.0,3.5,5.0,6.0,US
10,1,23,Mujer,29,Heterosexual,Asiática,Grado universitario,6,2,Musulmán,2,Diestro,Suburbano,4,2,1.0,5.5,2.0,6.5,4.0,MY
14,15,9,Mujer,26,Heterosexual,Asiática,Grado universitario,6,1,Musulmán,1,Diestro,Suburbano,5,1,4.0,4.5,4.5,2.5,5.5,MY
21,16,1,Mujer,20,Heterosexual,Nativo Americano,Grado universitario,4,1,Católico,1,Diestro,Urbano,3,2,3.5,5.0,7.0,4.5,5.5,US
23,23,34,Hombre,20,Heterosexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Suburbano,2,1,3.5,4.5,2.0,1.5,3.5,ID
32,36,32,Hombre,30,Heterosexual,Blanco,Máster/Doctorado,2,2,Otros,1,Diestro,Urbano,3,1,2.0,2.0,2.5,1.5,4.5,TR
26,8,34,Mujer,25,Homosexual,Asiática,Grado universitario,5,2,Musulmán,1,Diestro,Suburbano,4,1,1.0,7.0,3.0,1.5,1.5,MY
42,28,42,Mujer,36,Heterosexual,Blanco,Máster/Doctorado,0,2,Ateo,1,Diestro,Rural,3,2,1.0,3.0,7.0,1.0,6.0,CA
34,30,30,Hombre,36,Homosexual,Asiática,Grado universitario,0,2,Agnostico,1,Diestro,Suburbano,3,1,3.5,5.5,1.5,2.0,6.0,MY
0,0,0,Hombre,20,Otros,Asiática,Grado universitario,4,1,Musulmán,1,Diestro,Urbano,5,2,3.5,4.5,4.0,1.5,2.0,MY
14,13,5,Mujer,20,Heterosexual,Blanco,Grado universitario,3,2,Musulmán,1,Diestro,Urbano,0,2,4.5,5.0,4.5,5.0,4.5,MY
29,19,10,Mujer,23,Heterosexual,Asiática,Instituto,2,2,Musulmán,1,Diestro,Urbano,2,2,4.0,3.5,6.0,2.5,7.0,MY
41,25,38,Mujer,28,Heterosexual,Asiática,Grado universitario,6,1,Musulmán,2,Diestro,Urbano,4,2,3.5,4.0,5.0,2.0,4.5,MY
12,6,27,Mujer,35,Heterosexual,Asiática,Instituto,0,2,Musulmán,1,Diestro,Suburbano,3,1,1.0,5.5,5.0,4.5,4.0,MY
42,38,41,Otros,15,Otros,Asiática,Instituto,0,2,Hinduista,1,Diestro,Rural,2,2,1.0,6.0,1.0,1.5,4.5,ID
18,11,27,Hombre,30,Heterosexual,Blanco,Instituto,2,2,Ateo,1,Diestro,Urbano,1,1,1.5,2.0,3.5,2.5,6.0,HR
26,20,28,Mujer,26,Otros,Asiática,Máster/Doctorado,5,2,Musulmán,1,Diestro,Urbano,3,1,3.0,6.0,6.0,3.0,2.5,MY
40,33,41,Mujer,31,Asexual,Blanco,Instituto,0,2,Musulmán,1,Diestro,Urbano,4,2,5.0,4.0,1.0,1.0,3.0,MY
19,11,24,Mujer,16,Heterosexual,Asiática,Hasta el instituto,6,2,Musulmán,1,Diestro,Urbano,4,2,3.5,4.5,3.5,3.5,2.5,MY
10,5,10,Mujer,35,Otros,Asiática,Grado universitario,5,2,Musulmán,1,Diestro,Rural,9,1,5.0,5.5,6.5,4.5,6.0,MY
3,0,4,Hombre,24,Heterosexual,Asiática,Máster/Doctorado,0,2,Musulmán,1,Diestro,Urbano,4,2,6.0,5.0,4.5,6.0,6.5,MY
11,4,26,Hombre,27,Bisexual,Otros,Grado universitario,0,2,Musulmán,1,Diestro,Urbano,0,1,6.5,4.5,4.0,4.0,3.5,MY
6,7,11,Mujer,23,Heterosexual,Árabe,Instituto,3,2,Musulmán,1,Diestro,Rural,2,1,4.5,6.5,6.5,4.0,1.5,MY
42,42,42,Mujer,44,Heterosexual,Blanco,Instituto,0,1,Ateo,2,Diestro,Rural,3,2,1.0,1.5,3.0,1.0,2.5,AU
23,25,35,Hombre,20,Homosexual,Blanco,Grado universitario,0,2,Protestante,1,Diestro,Rural,2,2,1.0,5.0,4.0,1.0,4.0,US
21,18,22,Otros,25,Homosexual,Blanco,Grado universitario,0,2,Agnostico,1,Zurdo,Urbano,1,2,2.0,3.5,2.5,3.0,4.0,ES
30,24,29,Hombre,58,Heterosexual,Blanco,Instituto,0,1,Otros,3,Zurdo,Suburbano,3,2,2.5,3.5,2.0,1.0,4.0,US
8,1,6,Hombre,21,Heterosexual,Asiática,Grado universitario,2,2,Musulmán,1,Zurdo,Rural,3,2,3.0,4.5,4.0,3.0,3.0,MY
29,10,32,Hombre,19,Heterosexual,Blanco,Instituto,0,1,Agnostico,1,Zurdo,Urbano,2,2,3.0,3.0,4.5,4.5,6.5,GB
23,12,13,Hombre,28,Heterosexual,Asiática,Grado universitario,0,2,Musulmán,2,Diestro,Urbano,3,1,4.0,6.5,7.0,4.0,7.0,MY
29,11,25,Mujer,16,Asexual,Blanco,Hasta el instituto,0,1,Agnostico,1,Diestro,Rural,6,2,1.0,4.5,5.0,1.0,3.0,US
36,31,27,Mujer,29,Heterosexual,Asiática,Grado universitario,6,2,Musulmán,2,Diestro,Suburbano,4,2,4.5,3.0,3.0,1.0,3.5,MY
38,31,42,Mujer,19,Heterosexual,Asiática,Máster/Doctorado,0,2,Musulmán,1,Diestro,Rural,5,2,7.0,3.5,2.5,4.0,3.0,MY
19,22,27,Mujer,17,Otros,Asiática,Instituto,0,2,Musulmán,1,Diestro,Urbano,5,2,3.0,5.5,4.0,3.0,3.5,MY
7,7,8,Mujer,15,Asexual,Blanco,Hasta el instituto,0,1,Protestante,1,Diestro,Urbano,2,2,1.5,5.0,6.0,4.0,4.5,US
39,29,37,Hombre,20,Heterosexual,Asiática,Instituto,5,2,Musulmán,1,Diestro,Suburbano,6,2,3.0,5.5,3.5,5.5,5.0,MY
28,19,40,Mujer,19,Heterosexual,Asiática,Instituto,0,1,Musulmán,1,Diestro,Suburbano,4,2,2.5,4.5,2.0,1.5,4.0,MY
31,26,31,Mujer,23,Heterosexual,Asiática,Instituto,0,1,Musulmán,1,Ambidiestro,Urbano,3,2,5.0,3.0,5.5,2.0,4.0,MY
38,32,42,Mujer,24,Asexual,Asiática,Máster/Doctorado,0,2,Musulmán,1,Diestro,Urbano,1,1,2.0,4.0,6.0,1.0,3.0,MY
32,35,42,Mujer,55,Heterosexual,Blanco,Instituto,0,1,Otros,1,Diestro,Suburbano,2,2,4.5,4.0,1.5,1.0,2.5,US
35,24,42,Hombre,21,Bisexual,Blanco,Instituto,0,2,Ateo,1,Diestro,Urbano,5,2,1.5,3.0,3.0,1.0,5.5,CZ
15,3,14,Mujer,23,Bisexual,Asiática,Grado universitario,7,1,Otros,1,Diestro,Suburbano,3,1,4.5,6.5,4.0,3.5,5.0,US
1,2,4,Mujer,33,Heterosexual,Asiática,Grado universitario,6,1,Protestante,2,Diestro,Suburbano,3,2,3.0,5.5,4.5,5.0,5.0,GB
5,4,13,Hombre,14,Heterosexual,Blanco,Hasta el instituto,0,2,Agnostico,1,Diestro,Urbano,2,2,3.0,4.5,5.5,4.0,4.0,IL
14,7,33,Mujer,19,Heterosexual,Asiática,Instituto,0,2,Agnostico,1,Ambidiestro,Urbano,9,1,1.5,3.0,2.5,2.0,5.0,US
28,16,27,Mujer,17,Heterosexual,Blanco,Hasta el instituto,0,1,Católico,1,Diestro,Rural,2,2,2.0,4.0,5.0,2.0,5.0,US
20,14,18,Mujer,22,Heterosexual,Asiática,Grado universitario,7,2,Musulmán,1,Zurdo,Suburbano,8,2,4.0,5.5,6.0,4.0,5.0,MY
23,15,23,Mujer,28,Heterosexual,Asiática,Grado universitario,0,2,Musulmán,1,Diestro,Urbano,3,1,3.0,5.0,4.0,4.0,4.0,MY
